trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN12254F3217729:2024-09-25T00:19:05Z,12:49:00,12:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12255F3134056:2024-09-25T00:19:05Z,11:00:00,11:00:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12255F3134056:2024-09-25T00:19:05Z,13:14:00,13:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12255F3300122:2024-10-12T00:35:06Z,11:00:00,11:00:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12255F3300122:2024-10-12T00:35:06Z,13:14:00,13:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12256F3300464:2024-10-08T00:31:46Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12256F3300464:2024-10-08T00:31:46Z,22:54:00,22:54:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12258F3300091:2024-10-13T00:47:17Z,13:46:00,13:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12258F3300091:2024-10-13T00:47:17Z,15:49:00,15:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12259F3153583:2024-09-25T00:19:05Z,12:04:00,12:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F3153583:2024-09-25T00:19:05Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12259F3153584:2024-09-25T00:19:05Z,12:04:00,12:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12259F3153584:2024-09-25T00:19:05Z,14:14:00,14:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12260F2665901:2024-10-08T00:31:46Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2665901:2024-10-08T00:31:46Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2665901:2024-10-08T00:31:46Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F2899275:2024-10-13T00:47:17Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F2899275:2024-10-13T00:47:17Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F2899275:2024-10-13T00:47:17Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F3153466:2024-09-25T00:19:05Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F3153466:2024-09-25T00:19:05Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F3153466:2024-09-25T00:19:05Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F3153467:2024-09-25T00:19:05Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F3153467:2024-09-25T00:19:05Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F3153467:2024-09-25T00:19:05Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F3300098:2024-09-25T00:19:05Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F3300098:2024-09-25T00:19:05Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F3300098:2024-09-25T00:19:05Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F3300100:2024-09-25T00:19:05Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F3300100:2024-09-25T00:19:05Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F3300100:2024-09-25T00:19:05Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12260F3317591:2024-09-25T00:19:05Z,14:46:00,14:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12260F3317591:2024-09-25T00:19:05Z,15:20:00,15:23:00,StopPoint:OCETGV INOUI-87583005,1,,0,0,
OCESN12260F3317591:2024-09-25T00:19:05Z,17:09:00,17:09:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12261F2666264:2024-10-13T00:47:17Z,15:04:00,15:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F2666264:2024-10-13T00:47:17Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12261F3153514:2024-10-01T00:19:58Z,15:04:00,15:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12261F3153514:2024-10-01T00:19:58Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F3135427:2024-10-11T00:34:04Z,16:04:00,16:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F3135427:2024-10-11T00:34:04Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F3135428:2024-09-25T00:19:05Z,16:04:00,16:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F3135428:2024-09-25T00:19:05Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F3154533:2024-10-11T00:34:04Z,16:04:00,16:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F3154533:2024-10-11T00:34:04Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12263F3154535:2024-09-25T00:19:05Z,16:04:00,16:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12263F3154535:2024-09-25T00:19:05Z,18:14:00,18:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12264F3155567:2024-09-25T00:19:05Z,12:12:00,12:12:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12264F3155567:2024-09-25T00:19:05Z,14:16:00,14:16:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12264F3337263:2024-10-07T00:33:12Z,12:12:00,12:12:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12264F3337263:2024-10-07T00:33:12Z,14:16:00,14:16:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F3153917:2024-09-25T00:19:05Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F3153917:2024-09-25T00:19:05Z,19:49:00,19:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12266F3300134:2024-10-08T00:31:46Z,17:46:00,17:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12266F3300134:2024-10-08T00:31:46Z,19:49:00,19:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12267F2665670:2024-09-25T00:19:05Z,17:03:00,17:03:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F2665670:2024-09-25T00:19:05Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F3132143:2024-10-12T00:35:06Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F3132143:2024-10-12T00:35:06Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F3153058:2024-10-01T00:19:58Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F3153058:2024-10-01T00:19:58Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F3155245:2024-10-08T00:31:46Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F3155245:2024-10-08T00:31:46Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F3161624:2024-10-01T00:19:58Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F3161624:2024-10-01T00:19:58Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F3161625:2024-10-01T00:19:58Z,17:04:00,17:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F3161625:2024-10-01T00:19:58Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12267F3162805:2024-10-13T00:47:17Z,17:03:00,17:03:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12267F3162805:2024-10-13T00:47:17Z,19:14:00,19:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12268F3228335:2024-09-25T00:19:05Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F3228335:2024-09-25T00:19:05Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F3378289:2024-10-08T00:31:46Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F3378289:2024-10-08T00:31:46Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12268F3445105:2024-09-25T00:19:05Z,12:46:00,12:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12268F3445105:2024-09-25T00:19:05Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F3091776:2024-10-13T00:47:17Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F3091776:2024-10-13T00:47:17Z,21:49:00,21:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12270F3091778:2024-09-25T00:19:05Z,19:46:00,19:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12270F3091778:2024-09-25T00:19:05Z,21:49:00,21:49:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12271F3300092:2024-10-12T00:35:06Z,18:41:00,18:41:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F3300092:2024-10-12T00:35:06Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12271F3300093:2024-10-13T00:47:17Z,18:41:00,18:41:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12271F3300093:2024-10-13T00:47:17Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F3300318:2024-09-25T00:19:05Z,19:04:00,19:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F3300318:2024-09-25T00:19:05Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F3383645:2024-09-25T00:19:05Z,19:04:00,19:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F3383645:2024-09-25T00:19:05Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F3391268:2024-10-13T00:47:17Z,19:04:00,19:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F3391268:2024-10-13T00:47:17Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12273F3391269:2024-10-12T00:35:06Z,19:04:00,19:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12273F3391269:2024-10-12T00:35:06Z,21:14:00,21:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12274F3264965:2024-10-07T00:33:12Z,17:11:00,17:11:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12274F3264965:2024-10-07T00:33:12Z,19:07:00,19:10:00,StopPoint:OCETGV INOUI-87393702,1,,1,0,
OCESN12274F3264965:2024-10-07T00:33:12Z,19:20:00,19:20:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN12275F3096017:2024-10-08T00:31:46Z,15:04:00,15:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12275F3096017:2024-10-08T00:31:46Z,17:14:00,17:14:00,StopPoint:OCETGV INOUI-87581009,1,,1,0,
OCESN12276F2586071:2024-10-12T00:35:06Z,06:46:00,06:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12276F2586071:2024-10-12T00:35:06Z,08:50:00,08:50:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12276F3300070:2024-10-11T00:34:04Z,06:46:00,06:46:00,StopPoint:OCETGV INOUI-87581009,0,,0,1,
OCESN12276F3300070:2024-10-11T00:34:04Z,08:50:00,08:50:00,StopPoint:OCETGV INOUI-87391003,1,,1,0,
OCESN12295F3154324:2024-09-25T00:19:05Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12295F3154324:2024-09-25T00:19:05Z,20:19:00,20:23:00,StopPoint:OCETGV INOUI-87571240,1,,0,0,
OCESN12295F3154324:2024-09-25T00:19:05Z,20:54:00,20:54:00,StopPoint:OCETGV INOUI-87575001,2,,1,0,
OCESN12295F3292204:2024-10-08T00:31:46Z,19:12:00,19:12:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN12295F3292204:2024-10-08T00:31:46Z,20:18:00,20:22:00,StopPoint:OCETGV INOUI-87571240,1,,0,0,
OCESN12295F3292204:2024-10-08T00:31:46Z,20:54:00,20:54:00,StopPoint:OCETGV INOUI-87575001,2,,1,0,
OCESN2051F3281440:2024-10-10T00:45:48Z,12:28:00,12:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2051F3281440:2024-10-10T00:45:48Z,13:49:00,13:52:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN2051F3281440:2024-10-10T00:45:48Z,14:29:00,14:29:00,StopPoint:OCETGV INOUI-87212027,2,,1,0,
OCESN2051F3311876:2024-10-09T00:32:19Z,12:28:00,12:28:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2051F3311876:2024-10-09T00:32:19Z,13:49:00,13:52:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN2051F3311876:2024-10-09T00:32:19Z,14:29:00,14:29:00,StopPoint:OCETGV INOUI-87212027,2,,1,0,
OCESN2057F3516505:2024-10-13T00:47:17Z,13:51:00,13:51:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2057F3516505:2024-10-13T00:47:17Z,15:37:00,15:37:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2058F3427690:2024-10-09T00:32:19Z,14:49:00,14:49:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2058F3427690:2024-10-09T00:32:19Z,16:35:00,16:35:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2060F3392358:2024-10-13T00:47:17Z,18:57:00,18:57:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2060F3392358:2024-10-13T00:47:17Z,20:43:00,20:43:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2061F3521113:2024-10-11T00:34:04Z,17:24:00,17:24:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F3521113:2024-10-11T00:34:04Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2061F3521114:2024-10-12T00:35:06Z,17:24:00,17:24:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2061F3521114:2024-10-12T00:35:06Z,19:11:00,19:11:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2062F3333347:2024-10-10T00:45:48Z,17:19:00,17:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F3333347:2024-10-10T00:45:48Z,19:06:00,19:06:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2062F3364548:2024-10-09T00:32:19Z,17:19:00,17:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F3364548:2024-10-09T00:32:19Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2062F3392166:2024-10-09T00:32:19Z,17:20:00,17:20:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F3392166:2024-10-09T00:32:19Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2062F3403413:2024-10-09T00:32:19Z,17:20:00,17:20:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F3403413:2024-10-09T00:32:19Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2062F3403571:2024-10-09T00:32:19Z,17:19:00,17:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F3403571:2024-10-09T00:32:19Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2062F3521706:2024-10-12T00:35:06Z,17:19:00,17:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2062F3521706:2024-10-12T00:35:06Z,19:05:00,19:05:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2065F3016872:2024-10-11T00:34:04Z,09:25:00,09:25:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2065F3016872:2024-10-11T00:34:04Z,11:11:00,11:11:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2066F3119128:2024-10-10T00:45:48Z,18:20:00,18:20:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2066F3119128:2024-10-10T00:45:48Z,19:28:00,19:31:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2066F3119128:2024-10-10T00:45:48Z,20:13:00,20:13:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2066F3255081:2024-10-09T00:32:19Z,18:20:00,18:20:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2066F3255081:2024-10-09T00:32:19Z,19:28:00,19:31:00,StopPoint:OCETGV INOUI-87171926,1,,0,0,
OCESN2066F3255081:2024-10-09T00:32:19Z,20:13:00,20:13:00,StopPoint:OCETGV INOUI-87113001,2,,1,0,
OCESN2067F2425942:2024-10-12T00:35:06Z,15:55:00,15:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2067F2425942:2024-10-12T00:35:06Z,17:41:00,17:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2067F3279042:2024-10-09T00:32:19Z,15:55:00,15:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2067F3279042:2024-10-09T00:32:19Z,17:41:00,17:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2070F3336787:2024-10-09T00:32:19Z,20:50:00,20:50:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2070F3336787:2024-10-09T00:32:19Z,22:38:00,22:38:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2071F3303010:2024-10-09T00:32:19Z,21:55:00,21:55:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2071F3303010:2024-10-09T00:32:19Z,23:41:00,23:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2072F3384234:2024-10-09T00:32:19Z,16:31:00,16:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2072F3384234:2024-10-09T00:32:19Z,18:16:00,18:16:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2074F3097421:2024-10-09T00:32:19Z,18:12:00,18:12:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2074F3097421:2024-10-09T00:32:19Z,18:48:00,18:51:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN2074F3097421:2024-10-09T00:32:19Z,19:28:00,19:31:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN2074F3097421:2024-10-09T00:32:19Z,20:13:00,20:13:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2074F3153644:2024-10-09T00:32:19Z,18:18:00,18:18:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2074F3153644:2024-10-09T00:32:19Z,18:53:00,18:56:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN2074F3153644:2024-10-09T00:32:19Z,19:33:00,19:36:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN2074F3153644:2024-10-09T00:32:19Z,20:18:00,20:18:00,StopPoint:OCETGV INOUI-87113001,3,,1,0,
OCESN2076F3039526:2024-10-12T00:35:06Z,20:26:00,20:26:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN2076F3039526:2024-10-12T00:35:06Z,22:13:00,22:13:00,StopPoint:OCETGV INOUI-87113001,1,,1,0,
OCESN2077F3335979:2024-10-09T00:32:19Z,18:54:00,18:54:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
OCESN2077F3335979:2024-10-09T00:32:19Z,20:41:00,20:41:00,StopPoint:OCETGV INOUI-87212027,1,,1,0,
OCESN2079F3438629:2024-10-09T00:32:19Z,17:52:00,17:52:00,StopPoint:OCETGV INOUI-87113001,0,,0,1,
