trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN14140F3554338:2024-10-24T00:40:14Z,08:52:00,08:55:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3554338:2024-10-24T00:40:14Z,09:35:00,09:37:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3554338:2024-10-24T00:40:14Z,10:30:00,10:30:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3599207:2024-10-24T00:40:14Z,06:27:00,06:27:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3599207:2024-10-24T00:40:14Z,07:13:00,07:15:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3599207:2024-10-24T00:40:14Z,07:36:00,07:39:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3599207:2024-10-24T00:40:14Z,08:03:00,08:06:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3599207:2024-10-24T00:40:14Z,08:20:00,08:23:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3599207:2024-10-24T00:40:14Z,09:02:00,09:04:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3599207:2024-10-24T00:40:14Z,09:53:00,09:53:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14140F3599208:2024-10-24T00:40:14Z,06:27:00,06:27:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14140F3599208:2024-10-24T00:40:14Z,07:13:00,07:15:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14140F3599208:2024-10-24T00:40:14Z,07:36:00,07:39:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14140F3599208:2024-10-24T00:40:14Z,08:03:00,08:06:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14140F3599208:2024-10-24T00:40:14Z,08:20:00,08:23:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14140F3599208:2024-10-24T00:40:14Z,09:02:00,09:04:00,StopPoint:OCEINTERCITES-87611137,5,,0,0,
OCESN14140F3599208:2024-10-24T00:40:14Z,09:53:00,09:53:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14141F2994550:2024-10-23T00:32:48Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F2994550:2024-10-23T00:32:48Z,10:29:00,10:31:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F2994550:2024-10-23T00:32:48Z,11:05:00,11:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F2994550:2024-10-23T00:32:48Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F2994550:2024-10-23T00:32:48Z,11:51:00,11:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F2994550:2024-10-23T00:32:48Z,12:15:00,12:17:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F2994550:2024-10-23T00:32:48Z,13:31:00,13:31:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3519867:2024-10-24T00:40:14Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3519867:2024-10-24T00:40:14Z,10:29:00,10:31:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3519867:2024-10-24T00:40:14Z,11:04:00,11:07:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3519867:2024-10-24T00:40:14Z,11:21:00,11:24:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3519867:2024-10-24T00:40:14Z,11:49:00,11:52:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3519867:2024-10-24T00:40:14Z,12:13:00,12:15:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3519867:2024-10-24T00:40:14Z,13:00:00,13:00:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3554466:2024-10-23T00:32:48Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3554466:2024-10-23T00:32:48Z,10:30:00,10:32:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3554466:2024-10-23T00:32:48Z,11:05:00,11:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3554466:2024-10-23T00:32:48Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3554466:2024-10-23T00:32:48Z,11:51:00,11:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3554466:2024-10-23T00:32:48Z,12:14:00,12:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3554466:2024-10-23T00:32:48Z,12:59:00,12:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3580687:2024-10-23T00:32:48Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3580687:2024-10-23T00:32:48Z,10:30:00,10:32:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3580687:2024-10-23T00:32:48Z,11:05:00,11:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3580687:2024-10-23T00:32:48Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3580687:2024-10-23T00:32:48Z,11:51:00,11:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3580687:2024-10-23T00:32:48Z,12:14:00,12:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3580687:2024-10-23T00:32:48Z,12:59:00,12:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3588828:2024-10-23T00:32:48Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3588828:2024-10-23T00:32:48Z,10:30:00,10:32:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3588828:2024-10-23T00:32:48Z,11:05:00,11:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3588828:2024-10-23T00:32:48Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3588828:2024-10-23T00:32:48Z,11:51:00,11:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3588828:2024-10-23T00:32:48Z,12:14:00,12:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3588828:2024-10-23T00:32:48Z,12:59:00,12:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14141F3598345:2024-10-23T00:32:48Z,09:33:00,09:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14141F3598345:2024-10-23T00:32:48Z,10:30:00,10:32:00,StopPoint:OCEINTERCITES-87611152,1,,0,0,
OCESN14141F3598345:2024-10-23T00:32:48Z,11:05:00,11:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14141F3598345:2024-10-23T00:32:48Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14141F3598345:2024-10-23T00:32:48Z,11:51:00,11:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14141F3598345:2024-10-23T00:32:48Z,12:14:00,12:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14141F3598345:2024-10-23T00:32:48Z,12:59:00,12:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14142F3276201:2024-10-24T00:40:14Z,11:03:00,11:03:00,StopPoint:OCEINTERCITES-87673004,0,,0,1,
OCESN14142F3276201:2024-10-24T00:40:14Z,11:44:00,11:46:00,StopPoint:OCEINTERCITES-87672253,1,,0,0,
OCESN14142F3276201:2024-10-24T00:40:14Z,12:08:00,12:11:00,StopPoint:OCEINTERCITES-87672006,2,,0,0,
OCESN14142F3276201:2024-10-24T00:40:14Z,12:36:00,12:39:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14142F3276201:2024-10-24T00:40:14Z,12:53:00,12:56:00,StopPoint:OCEINTERCITES-87671008,4,,0,0,
OCESN14142F3276201:2024-10-24T00:40:14Z,13:29:00,13:31:00,StopPoint:OCEINTERCITES-87611152,5,,0,0,
OCESN14142F3276201:2024-10-24T00:40:14Z,14:26:00,14:26:00,StopPoint:OCEINTERCITES-87611004,6,,1,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,10:20:00,10:20:00,StopPoint:OCEINTERCITES-87677005,0,,0,1,
OCESN14142F3517973:2024-10-24T00:40:14Z,10:30:00,10:31:00,StopPoint:OCEINTERCITES-87677120,1,,0,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,10:41:00,10:42:00,StopPoint:OCEINTERCITES-87673400,2,,0,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,10:53:00,11:03:00,StopPoint:OCEINTERCITES-87673004,3,,0,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,11:47:00,11:49:00,StopPoint:OCEINTERCITES-87672253,4,,0,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,12:09:00,12:12:00,StopPoint:OCEINTERCITES-87672006,5,,0,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,12:37:00,12:40:00,StopPoint:OCEINTERCITES-87671339,6,,0,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,12:54:00,12:57:00,StopPoint:OCEINTERCITES-87671008,7,,0,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,13:30:00,13:32:00,StopPoint:OCEINTERCITES-87611152,8,,0,0,
OCESN14142F3517973:2024-10-24T00:40:14Z,14:26:00,14:26:00,StopPoint:OCEINTERCITES-87611004,9,,1,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,10:20:00,10:20:00,StopPoint:OCEINTERCITES-87677005,0,,0,1,
OCESN14142F3580632:2024-10-24T00:40:14Z,10:30:00,10:31:00,StopPoint:OCEINTERCITES-87677120,1,,0,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,10:41:00,10:42:00,StopPoint:OCEINTERCITES-87673400,2,,0,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,10:53:00,11:03:00,StopPoint:OCEINTERCITES-87673004,3,,0,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,11:44:00,11:46:00,StopPoint:OCEINTERCITES-87672253,4,,0,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,12:08:00,12:11:00,StopPoint:OCEINTERCITES-87672006,5,,0,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,12:36:00,12:39:00,StopPoint:OCEINTERCITES-87671339,6,,0,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,12:53:00,12:56:00,StopPoint:OCEINTERCITES-87671008,7,,0,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,13:29:00,13:31:00,StopPoint:OCEINTERCITES-87611152,8,,0,0,
OCESN14142F3580632:2024-10-24T00:40:14Z,14:26:00,14:26:00,StopPoint:OCEINTERCITES-87611004,9,,1,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,10:20:00,10:20:00,StopPoint:OCEINTERCITES-87677005,0,,0,1,
OCESN14142F3580633:2024-10-24T00:40:14Z,10:30:00,10:31:00,StopPoint:OCEINTERCITES-87677120,1,,0,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,10:41:00,10:42:00,StopPoint:OCEINTERCITES-87673400,2,,0,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,10:53:00,11:03:00,StopPoint:OCEINTERCITES-87673004,3,,0,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,11:44:00,11:46:00,StopPoint:OCEINTERCITES-87672253,4,,0,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,12:08:00,12:11:00,StopPoint:OCEINTERCITES-87672006,5,,0,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,12:36:00,12:39:00,StopPoint:OCEINTERCITES-87671339,6,,0,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,12:53:00,12:56:00,StopPoint:OCEINTERCITES-87671008,7,,0,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,13:29:00,13:31:00,StopPoint:OCEINTERCITES-87611152,8,,0,0,
OCESN14142F3580633:2024-10-24T00:40:14Z,14:26:00,14:26:00,StopPoint:OCEINTERCITES-87611004,9,,1,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,10:20:00,10:20:00,StopPoint:OCEINTERCITES-87677005,0,,0,1,
OCESN14142F3588809:2024-10-24T00:40:14Z,10:30:00,10:31:00,StopPoint:OCEINTERCITES-87677120,1,,0,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,10:41:00,10:42:00,StopPoint:OCEINTERCITES-87673400,2,,0,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,10:53:00,11:03:00,StopPoint:OCEINTERCITES-87673004,3,,0,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,11:44:00,11:46:00,StopPoint:OCEINTERCITES-87672253,4,,0,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,12:08:00,12:11:00,StopPoint:OCEINTERCITES-87672006,5,,0,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,12:36:00,12:39:00,StopPoint:OCEINTERCITES-87671339,6,,0,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,12:53:00,12:56:00,StopPoint:OCEINTERCITES-87671008,7,,0,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,13:29:00,13:31:00,StopPoint:OCEINTERCITES-87611152,8,,0,0,
OCESN14142F3588809:2024-10-24T00:40:14Z,14:26:00,14:26:00,StopPoint:OCEINTERCITES-87611004,9,,1,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,10:20:00,10:20:00,StopPoint:OCEINTERCITES-87677005,0,,0,1,
OCESN14142F3598355:2024-10-24T00:40:14Z,10:30:00,10:31:00,StopPoint:OCEINTERCITES-87677120,1,,0,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,10:41:00,10:42:00,StopPoint:OCEINTERCITES-87673400,2,,0,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,10:53:00,11:03:00,StopPoint:OCEINTERCITES-87673004,3,,0,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,11:44:00,11:46:00,StopPoint:OCEINTERCITES-87672253,4,,0,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,12:08:00,12:11:00,StopPoint:OCEINTERCITES-87672006,5,,0,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,12:36:00,12:39:00,StopPoint:OCEINTERCITES-87671339,6,,0,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,12:53:00,12:56:00,StopPoint:OCEINTERCITES-87671008,7,,0,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,13:29:00,13:31:00,StopPoint:OCEINTERCITES-87611152,8,,0,0,
OCESN14142F3598355:2024-10-24T00:40:14Z,14:26:00,14:26:00,StopPoint:OCEINTERCITES-87611004,9,,1,0,
OCESN14143F3152373:2024-10-23T00:32:48Z,11:33:00,11:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14143F3152373:2024-10-23T00:32:48Z,12:21:00,12:23:00,StopPoint:OCEINTERCITES-87611137,1,,0,0,
OCESN14143F3152373:2024-10-23T00:32:48Z,13:05:00,13:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14143F3152373:2024-10-23T00:32:48Z,13:22:00,13:22:00,StopPoint:OCEINTERCITES-87671339,3,,1,0,
OCESN14143F3447285:2024-10-23T00:32:48Z,11:33:00,11:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14143F3447285:2024-10-23T00:32:48Z,12:21:00,12:23:00,StopPoint:OCEINTERCITES-87611137,1,,0,0,
OCESN14143F3447285:2024-10-23T00:32:48Z,13:05:00,13:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14143F3447285:2024-10-23T00:32:48Z,13:22:00,13:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14143F3447285:2024-10-23T00:32:48Z,13:51:00,13:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14143F3447285:2024-10-23T00:32:48Z,14:14:00,14:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14143F3447285:2024-10-23T00:32:48Z,14:59:00,14:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14143F3516996:2024-10-23T00:32:48Z,11:33:00,11:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14143F3516996:2024-10-23T00:32:48Z,12:20:00,12:22:00,StopPoint:OCEINTERCITES-87611137,1,,0,0,
OCESN14143F3516996:2024-10-23T00:32:48Z,13:04:00,13:07:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14143F3516996:2024-10-23T00:32:48Z,13:21:00,13:24:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14143F3516996:2024-10-23T00:32:48Z,13:49:00,13:52:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14143F3516996:2024-10-23T00:32:48Z,14:13:00,14:15:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14143F3516996:2024-10-23T00:32:48Z,15:16:00,15:16:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14143F3518196:2024-10-23T00:32:48Z,11:33:00,11:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14143F3518196:2024-10-23T00:32:48Z,12:20:00,12:22:00,StopPoint:OCEINTERCITES-87611137,1,,0,0,
OCESN14143F3518196:2024-10-23T00:32:48Z,13:04:00,13:07:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14143F3518196:2024-10-23T00:32:48Z,13:21:00,13:24:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14143F3518196:2024-10-23T00:32:48Z,13:49:00,13:52:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14143F3518196:2024-10-23T00:32:48Z,14:13:00,14:15:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14143F3518196:2024-10-23T00:32:48Z,14:59:00,14:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14143F3588736:2024-10-23T00:32:48Z,11:33:00,11:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14143F3588736:2024-10-23T00:32:48Z,12:21:00,12:23:00,StopPoint:OCEINTERCITES-87611137,1,,0,0,
OCESN14143F3588736:2024-10-23T00:32:48Z,13:05:00,13:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14143F3588736:2024-10-23T00:32:48Z,13:22:00,13:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14143F3588736:2024-10-23T00:32:48Z,13:51:00,13:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14143F3588736:2024-10-23T00:32:48Z,14:14:00,14:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14143F3588736:2024-10-23T00:32:48Z,14:59:00,14:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14143F3598189:2024-10-23T00:32:48Z,11:33:00,11:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14143F3598189:2024-10-23T00:32:48Z,12:21:00,12:23:00,StopPoint:OCEINTERCITES-87611137,1,,0,0,
OCESN14143F3598189:2024-10-23T00:32:48Z,13:05:00,13:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14143F3598189:2024-10-23T00:32:48Z,13:22:00,13:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14143F3598189:2024-10-23T00:32:48Z,13:51:00,13:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14143F3598189:2024-10-23T00:32:48Z,14:14:00,14:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14143F3598189:2024-10-23T00:32:48Z,14:59:00,14:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14143F3598190:2024-10-23T00:32:48Z,11:33:00,11:33:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN14143F3598190:2024-10-23T00:32:48Z,12:21:00,12:23:00,StopPoint:OCEINTERCITES-87611137,1,,0,0,
OCESN14143F3598190:2024-10-23T00:32:48Z,13:05:00,13:08:00,StopPoint:OCEINTERCITES-87671008,2,,0,0,
OCESN14143F3598190:2024-10-23T00:32:48Z,13:22:00,13:25:00,StopPoint:OCEINTERCITES-87671339,3,,0,0,
OCESN14143F3598190:2024-10-23T00:32:48Z,13:51:00,13:54:00,StopPoint:OCEINTERCITES-87672006,4,,0,0,
OCESN14143F3598190:2024-10-23T00:32:48Z,14:14:00,14:16:00,StopPoint:OCEINTERCITES-87672253,5,,0,0,
OCESN14143F3598190:2024-10-23T00:32:48Z,14:59:00,14:59:00,StopPoint:OCEINTERCITES-87673004,6,,1,0,
OCESN14148F3065142:2024-10-24T00:40:14Z,16:39:00,16:39:00,StopPoint:OCEINTERCITES-87671339,0,,0,1,
OCESN14148F3065142:2024-10-24T00:40:14Z,16:54:00,16:57:00,StopPoint:OCEINTERCITES-87671008,1,,0,0,
